ID,Title,Language,Domain,Category,Subcategory,Authority,URL,Keywords,Summary
9cf486eb6025,Best Practices for Coding with AI (2024),AI Tools for Developers,general,AI Tools for Developers,,community,https://blog.codacy.com/best-practices-for-coding-with-ai,"ai, api, best, best practices, coding, developers, for, practices, tools, with","Best Practices for Coding with AI (2024)

> Source: https://blog.codacy.com/best-practices-for-coding-with-ai

Home All Posts Best Practices for Coding with AI in 2024)

Best Practices for Coding with AI in 2024

21/05/2024

In this article:

Subscribe to our blog:

Share:

Codacy

11 mins read

Developers are adopting coding tools powered by artificial intelligence (AI) at a rapid pace. According to our 2024 State of Software Quality survey, 64% of developers have already integrated AI into..."
a6d0df1d7bce,Google HTML/CSS Style Guide,Featured Resources,general,Featured Resources,Language-Specific Gems,industry-leader,https://google.github.io/styleguide/htmlcssguide.html,"api, css, featured, gems, google, guide, html, language, resources, specific, style, style guide","Google HTML/CSS Style Guide

> Source: https://google.github.io/styleguide/htmlcssguide.html

Google HTML/CSS Style Guide

Background

This document defines formatting and style rules for HTML and CSS. It aims at
improving collaboration, code quality, and enabling supporting infrastructure.
It applies to raw, working files that use HTML and CSS, including Sass and GSS
files. Tools are free to obfuscate, minify, and compile as long as the general
code quality is maintained.

General

General..."
0896253db28d,rails_best_practices,Ruby on Rails,backend,Web Backend,Rails Best Practices,open-source,https://github.com/flyerhzm/rails_best_practices,"backend, best, practices, rails, rb, ror, ruby, web","rails_best_practices

> Source: https://github.com/flyerhzm/rails_best_practices

rails_best_practices

[](http://badge.fury.io/rb/rails_best_practices)
[](https://github.com/flyerhzm/rails_best_practices/actions/workflows/main.yml)
[](https://coveralls.io/r/railsbp/rails_best_practices)
[](https://awesomecode.io/repos/flyerhzm/rails_best_practices)

rails_best_practices is a code metric tool to check the quality of Rails code.

It supports the following ORM/ODMs:

* activerecord
* mongoid
*..."
7dfb78ff84dc,CSS Coding Standards & Best Practices,CSS,frontend,Core Technologies,CSS Best Practices,open-source,https://github.com/stevekwan/best-practices/blob/master/css/best-practices.md,"best, best practices, coding, core, css, practices, standards, technologies","CSS Coding Standards & Best Practices

> Source: https://github.com/stevekwan/best-practices/blob/master/css/best-practices.md

stevekwan 
/
**best-practices**
Public

* Notifications You must be signed in to change notification settings
* Fork
  163
* Star
   1.7k"
7e3245e9eb6b,Angular 2 Style Guide,Angular,frontend,Frameworks & Libraries,Angular Best Practices,open-source,https://github.com/mgechev/angular2-style-guide,"angular, angularjs, best, best practices, frameworks, guide, libraries, ng, practices, style, style guide","Angular 2 Style Guide

> Source: https://github.com/mgechev/angular2-style-guide

Deprecated

Angular 2 Style Guide

**Official style guide**

Together with the Angular core team and John Papa, we're working on an official style guide which incorporates all the best practices from:

- Practices discovered during the internal usage of Angular 2 in Google.
- The previous version of this style guide, which can be found here.
- John Papa's AngularJS 1.x and Angular 2 style guides.

The previous..."
d7335541764e,Dart & Flutter Best Practices,Dart Best Practices,general,Dart Best Practices,,community,https://lazebny.io/flutter-best-practices/,"best, best practices, dart, flutter, practices, rest","Dart & Flutter Best Practices

> Source: https://lazebny.io/flutter-best-practices/

In this article I will share with you all the best practices with Dart & Flutter. In retrospect, I would have been very happy to have such a source of knowledge. Funny thing: it gets updated **frequently** when I remember something interesting.

Flutter Best Practices

Flutter is a great framework for building **truly** cross-platform applications. It is powerful and well organized by default, but there are..."
895071a713ee,The Book of Secret Knowledge,Get Involved,general,Get Involved,Contributors,open-source,https://github.com/trimstray/the-book-of-secret-knowledge,"book, contributors, devops, get, involved, knowledge, of, rest, secret, security, the","The Book of Secret Knowledge

> Source: https://github.com/trimstray/the-book-of-secret-knowledge

  
    
  

""Knowledge is powerful, be careful how you use it!""

A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools, and more.

  
    
  
  
    
  

****

:notebook_with_decorative_cover: &nbsp;What is it?

This repository is a collection of various materials and tools that I use every day in my work. It contains a lot of useful information gathered in..."
f21a4cb22374,Go Best Practices,Go,backend,Functional & Specialized,Go Golang Best Practices,open-source,https://github.com/mehrdadrad/GoBestPractices,"best, best practices, functional, go, golang, practices, specialized","Go Best Practices

> Source: https://github.com/mehrdadrad/GoBestPractices

Go Best Practices 

I've started to write down sample Go codes that will be helpful in different cases.

===========
Contribute 
Welcomes any kind of contribution, please follow the next steps:

- Fork the project on github.com.
- Create a new branch.
- Commit changes to the new branch.
- Send a pull request."
d3e1ab41cb39,Best Practices for Clean React/Next.js Projects,Next.js,frontend,Frameworks & Libraries,Nextjs Best Practices,community,https://blogs.perficient.com/2023/04/25/best-practices-for-building-and-sustaining-a-clean-react-next-js-project/,"best, best practices, clean, for, frameworks, jsx, libraries, next.js, nextjs, practices, projects, react, reactjs","Best Practices for Clean React/Next.js Projects

> Source: https://blogs.perficient.com/2023/04/25/best-practices-for-building-and-sustaining-a-clean-react-next-js-project/

Through my experience building and maintaining a sizable React/Next.js application, I have gained valuable insights applicable to projects. The most crucial aspect of any application is delivering a product that boasts exceptional user experience, speed, and seamless usability. It should be scalable and sustainable.

I make..."
8b0371c7fb33,AI Tools for Developers: 5 Types of Tools & How to Choose,AI Tools for Developers,general,AI Tools for Developers,,community,https://swimm.io/learn/ai-tools-for-developers/ai-tools-for-developers-5-types-of-tools-and-how-to-choose,"ai, choose, developers, for, how, of, to, tools, types","AI Tools for Developers: 5 Types of Tools & How to Choose

> Source: https://swimm.io/learn/ai-tools-for-developers/ai-tools-for-developers-5-types-of-tools-and-how-to-choose

All posts

AI Tools for Developers

AI Tools for Developers: 5 Types of Tools and How to Choose

Swimm Team 
| 18 Sep 2023

7 min read

Link copied

On this page:

* The Rise of AI in Software Development
* Types of AI Tools for Developers
* AI Tools for Software Development: Avoiding Common Pitfalls

Related..."
085e33824b12,Google CSS Style Guide,CSS,frontend,Core Technologies,CSS Best Practices,industry-leader,https://google.github.io/styleguide/htmlcssguide.html#CSS,"api, best, core, css, google, guide, practices, style, style guide, technologies","Google CSS Style Guide

> Source: https://google.github.io/styleguide/htmlcssguide.html#CSS

Google HTML/CSS Style Guide

Background

This document defines formatting and style rules for HTML and CSS. It aims at
improving collaboration, code quality, and enabling supporting infrastructure.
It applies to raw, working files that use HTML and CSS, including Sass and GSS
files. Tools are free to obfuscate, minify, and compile as long as the general
code quality is maintained.

General

General..."
8dd62093d1a9,Performance Best Practices,Dart Best Practices,general,Dart Best Practices,,community,https://docs.flutter.dev/perf/best-practices,"best, best practices, dart, performance, practices","Performance Best Practices

> Source: https://docs.flutter.dev/perf/best-practices

Generally, Flutter applications are performant by default,
so you only need to avoid common pitfalls to get excellent
performance. These best practice recommendations will help you
write the most performant Flutter app possible.

How do you design a Flutter app to most efficiently
render your scenes? In particular, how do you ensure
that the painting code generated by the
framework is as efficient as..."
3a663d3ca51b,RisingStack Node.js Style Guide,Node.js,backend,Web Backend,Nodejs Best Practices,open-source,https://github.com/RisingStack/node-style-guide,"backend, best, guide, node.js, nodejs, practices, risingstack, style, style guide, web","RisingStack Node.js Style Guide

> Source: https://github.com/RisingStack/node-style-guide

Depraction notice

We are moving / moved our projects to use Standard - check it out!

RisingStack Node.js Style Guide() {

Most of the content is taken from the Airbnb styleguide

Heavily inspired by them as well:
- @caolan's Node.js styleguide
- @felixge's Node.js styleguide

Table of Contents

  1. Types
  1. Objects
  1. Arrays
  1. Strings
  1. Functions
  1. Properties
  1. Variables
  1. Requires
..."
3c010e64c50d,Go Style Guide,Go,backend,Functional & Specialized,Go Golang Best Practices,open-source,https://github.com/AgtLucas/go-style-guide,"best, functional, go, golang, guide, practices, rest, specialized, style, style guide","Go Style Guide

> Source: https://github.com/AgtLucas/go-style-guide

> This is a mirror for https://code.google.com/p/go-wiki/wiki/Style - I prefer reading documentation on Github.

Go Style Guide

This was a collection of notes maintained by Go code reviewers within Google over the course of 3+ years. When we realized the majority of the notes weren't Google-specific, we moved them here.

You can view this as a supplement to http://golang.org/doc/effective_go.html.

Please discuss changes..."
b167c6138d18,Awesome AI-Powered Developer Tools,AI Tools for Developers,general,AI Tools for Developers,,open-source,https://github.com/jamesmurdza/awesome-ai-devtools,"ai, awesome, cloud, debugging, developer, developers, for, powered, refactoring, testing, tools","Awesome AI-Powered Developer Tools

> Source: https://github.com/jamesmurdza/awesome-ai-devtools

⚡️🧑‍💻 Awesome AI-Powered Developer Tools

This is a curated list of AI-powered developer tools. These tools leverage AI to assist developers in tasks such as code completion, refactoring, debugging, documentation, and more.

- IDEs
- Git Clients
- Assistants
  - Web-based
  - IDE extensions
  - Command-line
  - Desktop
- Shell assistants
- Agents
- PR agents
- App generators
- UI generators
-..."
bf25c7f4abb8,c-style,C/C++,systems,Systems Programming,C Best Practices,open-source,https://github.com/mcinglis/c-style,"best, optimization, practices, programming, style, systems","c-style

> Source: https://github.com/mcinglis/c-style

> [!WARNING]  
> **2026 January**: This document is very old, and I no longer endorse it. I wrote it without the benefit of the perspective and experience that I have now.
> 
> Better resources for C coding style and toolchain configuration are:
>
> - SEI CERT C Coding Standard
> - OpenSSF's Compiler Options Hardening Guide for C and C++
> - clang-format

C Style

These are my favorite C programming practices. Some rules are as trivial as..."
822c1a81326d,Sass Coding Guidelines,SASS/SCSS,frontend,Core Technologies,SASS Best Practices,open-source,https://github.com/bigcommerce/sass-style-guide,"best, coding, core, guidelines, performance, practices, sass, technologies","Sass Coding Guidelines

> Source: https://github.com/bigcommerce/sass-style-guide

Sass Coding Guidelines

Bigcommerce uses Sass for style generation.

Bigcommerce's naming conventions are heavily influenced by the SUIT CSS framework
and align closely to Medium's
thoughts on CSS. Which is to say, it relies on _structured class names_ and
_meaningful hyphens_ (i.e., not using hyphens merely to separate words). This
helps to work around the current limits of applying CSS to the DOM (i.e.,..."
924def31d7df,The Do's and Don'ts of Using AI in Software Development,AI Tools for Developers,general,AI Tools for Developers,,community,https://www.kodeco.com/41989083-the-do-s-and-don-ts-of-using-ai-in-software-development,"ai, and, developers, development, do, don, for, in, of, software, the, tools, ts, typescript, using","The Do's and Don'ts of Using AI in Software Development

> Source: https://www.kodeco.com/41989083-the-do-s-and-don-ts-of-using-ai-in-software-development

Kodeco requires JavaScript. Please enable JavaScript to enjoy the best experience.

Contents

Contents

Hide contents

The Do’s and Don’ts of Using AI in Software Development

15 mins

* AI Is Revolutionizing Software Development
* DON’T Use AI Tools to Replace Learning Platforms
* DO Use Emerging AI Tools in your Learning Support System
*..."
5b9d5ab8dd99,Writing Clean Code in Dart: Best Practices & Design Patterns,Dart Best Practices,general,Dart Best Practices,,community,https://clouddevs.com/dart/clean-code/,"best, best practices, clean, clean code, cloud, code, dart, design, design patterns, in, patterns, practices, writing","Writing Clean Code in Dart: Best Practices & Design Patterns

> Source: https://clouddevs.com/dart/clean-code/

05th Feb 2024   

Top 15 Sites to Hire Dart Developers"
0700b44ad8a2,Golang Tutorial Series,Go,backend,Functional & Specialized,Go Golang Best Practices,community,https://golangbot.com/learn-golang-series/,"best, functional, go, golang, practices, series, specialized, tutorial","Golang Tutorial Series

> Source: https://golangbot.com/learn-golang-series/

Golang tutorial series

Share on:
twitter
facebook
linkedin
copy

Introduction

1 - Introduction and Installation  
2 - Hello World

Variables, Types and Constants

3 - Variables  
4 - Data Types  
5 - Constants

Functions and Packages

6 - Functions  
7 - Packages

Conditional Statements and Loops

8 - if else statement  
9 - Loops  
10 - Switch Statement

Arrays, Slices and Variadic Functions

11 - Arrays and Slices..."
83e1da0ea2fb,Best Practices to Increase Next.js Speed,Next.js,frontend,Frameworks & Libraries,Nextjs Best Practices,community,https://stackoverflow.blog/2022/12/20/best-practices-to-increase-the-speed-for-next-js-apps/,"best, best practices, frameworks, increase, libraries, next.js, nextjs, performance, practices, rest, speed, to","Best Practices to Increase Next.js Speed

> Source: https://stackoverflow.blog/2022/12/20/best-practices-to-increase-the-speed-for-next-js-apps/

*[Ed. note: While we take some time to rest up over the holidays and prepare for next year, we are re-publishing our top ten posts for the year. Please enjoy our favorite work this year and we’ll see you in 2023.]*

In recent years, web application development has undergone a radical transformation due to the rise of Next.js. This framework allows..."
6ced67bdb5b0,10 Best Practices for Secure AI Development,AI Tools for Developers,general,AI Tools for Developers,,community,https://snyk.io/blog/10-best-practices-for-securely-developing-with-ai/,"ai, best, best practices, cloud, developers, development, for, practices, rest, secure, security, tools","10 Best Practices for Secure AI Development

> Source: https://snyk.io/blog/10-best-practices-for-securely-developing-with-ai/

Written by 

Simon Maple

September 27, 2023

 0 mins read

Play Video: 10 BEST Practices for Securely Developing with AI

By now, we’re all painfully aware that AI has become a crucial and inevitable tool for developers to enhance their application development practices. Even if organizations restrict their developers using AI tools, we hear many stories of how they..."
cd5116e312c6,3 Coding Best Practices for C++,C/C++,systems,Systems Programming,C Best Practices,community,https://www.perforce.com/blog/qac/3-coding-best-practices-cpp,"best, best practices, coding, for, practices, programming, rest, security, systems","3 Coding Best Practices for C++

> Source: https://www.perforce.com/blog/qac/3-coding-best-practices-cpp

Blog

July 19, 2018

Coding Best Practices for C++

Richard Bellairs

Coding Best Practices,

Security & Compliance

Coding best practices help you to write reliable, high-quality code. This is important as no matter what type of product you develop, your code needs to be reliable and error-free. Here we share three coding best practices for C++.

Read along or jump ahead to the section..."
24a0b15aa333,Sass-Guidelines,SASS/SCSS,frontend,Core Technologies,SASS Best Practices,open-source,https://github.com/blackfalcon/Sass-Guidlines/blob/master/SASS-Guidelines.md,"best, core, guidelines, practices, sass, technologies","Sass-Guidelines

> Source: https://github.com/blackfalcon/Sass-Guidlines/blob/master/SASS-Guidelines.md

blackfalcon 
/
**Sass-Guidlines**
Public

* Notifications You must be signed in to change notification settings
* Fork
  3
* Star
   44"
398b60bce2c0,10 Nuxt Best Practices,Nuxt,frontend,Frameworks & Libraries,Nuxt Best Practices,community,https://climbtheladder.com/10-nuxt-best-practices/,"best, best practices, frameworks, libraries, nuxt, performance, practices, scalability","10 Nuxt Best Practices

> Source: https://climbtheladder.com/10-nuxt-best-practices/

Nuxt is a powerful JavaScript framework that makes it easy to create dynamic web applications. It is based on Vue.js and provides a great development experience for building modern web applications.

However, like any other framework, Nuxt also has its own set of best practices that developers should follow to ensure their applications are optimized for performance and scalability. In this article, we will..."
a9bb8cdefabc,Collaborative Collection of C++ Best Practices,C/C++,systems,Systems Programming,C Best Practices,open-source,https://github.com/lefticus/cppbestpractices,"best, best practices, collaborative, collection, of, practices, programming, systems","Collaborative Collection of C++ Best Practices

> Source: https://github.com/lefticus/cppbestpractices

cppbestpractices

[](https://gitter.im/lefticus/cppbestpractices?utm_source=badge&utm_medium=badge&utm_campaign=pr-badge&utm_content=badge)

Collaborative Collection of C++ Best Practices

For more information please see the Preface.

This online resource is part of Jason Turner's collection of C++ Best Practices resources.

* C++ Best Practices Book
* C++ Weekly YouTube Channel
* The..."
954f62f0ad8f,Sass-lang Style Rules,SASS/SCSS,frontend,Core Technologies,SASS Best Practices,community,https://sass-lang.com/documentation/style-rules,"best, core, lang, practices, rules, sass, style, technologies","Sass-lang Style Rules

> Source: https://sass-lang.com/documentation/style-rules

Style Rules

Style rules are the foundation of Sass, just like they are for CSS. And they work the same way: you choose which elements to style with a selector, and declare properties that affect how those elements look.

* SCSS
* Sass
* CSS

Playground

SCSS Syntax

```
.button {
  padding: 3px 10px;
  font-size: 12px;
  border-radius: 3px;
  border: 1px solid #e1e4e8;
}
```

Playground

Sass Syntax

```
.button
..."
7540978cca88,AWS Well-Architected Framework,AWS,cloud,Cloud & Deployment,AWS Best Practices,community,https://aws.amazon.com/architecture/well-architected/,"architected, architecture, aws, best, best practices, cloud, deployment, framework, optimization, performance, practices, security, well","AWS Well-Architected Framework

> Source: https://aws.amazon.com/architecture/well-architected/

AWS Architecture Center

* Technology Categories
* Video Series
* AWS Well-Architected
* Libraries
* More Resources

* Products›
* Well architected

AWS Well-Architected

Learn, measure, and build using architectural best practices

Get started with the AWS Well-Architected Tool

Overview

AWS Well-Architected helps cloud architects build secure, high-performing, resilient, and efficient..."
2c78b32967a9,Soham Kamani – Golang,Go,backend,Functional & Specialized,Go Golang Best Practices,community,https://www.sohamkamani.com/golang/,"best, design patterns, functional, go, golang, kamani, practices, soham, specialized","Soham Kamani – Golang

> Source: https://www.sohamkamani.com/golang/

* 

  #### A Comprehensive Guide of Arrays and Slices in Golang (and their differences)

  Jun 21, 2019 [Go](/golang/arrays-vs-slices)
* 

  #### An Introduction to Channels in Go (Golang)

  Aug 24, 2017 [Go](/golang/channels)
* 

  #### Command Pattern in Go (Golang)

  Nov 27, 2019 [Go](/golang/command-pattern)
* 

  #### Golang Constructors - Design Patterns For Initializing Variables

  Sep 19, 2022..."
eed94c5346ed,The C++ Core Guidelines,C/C++,systems,Systems Programming,C Best Practices,open-source,https://github.com/isocpp/CppCoreGuidelines,"best, core, guidelines, practices, programming, systems, the","The C++ Core Guidelines

> Source: https://github.com/isocpp/CppCoreGuidelines

[](http://isocpp.github.io/CppCoreGuidelines/CppCoreGuidelines)

>""Within C++ is a smaller, simpler, safer language struggling to get out.""
>-- Bjarne Stroustrup

The C++ Core Guidelines are a collaborative effort led by Bjarne Stroustrup, much like the C++ language itself. They are the result of many
person-years of discussion and design across a number of organizations. Their design encourages general..."
b8aad3894efa,Python Code Style Guide,Python,backend,Web Backend,Python Best Practices,community,https://docs.python-guide.org/writing/style/,"backend, best, code, django, flask, guide, practices, py, python, style, style guide, web","Python Code Style Guide

> Source: https://docs.python-guide.org/writing/style/

Code Style¶

If you ask Python programmers what they like most about Python, they will
often cite its high readability. Indeed, a high level of readability
is at the heart of the design of the Python language, following the
recognized fact that code is read much more often than it is written.

One reason for the high readability of Python code is its relatively
complete set of Code Style guidelines and “Pythonic”..."
73df2f9179fb,Design Patterns in Go,Featured Resources,general,Featured Resources,Design Patterns,standard,https://refactoring.guru/design-patterns/go,"design, design patterns, featured, go, golang, in, patterns, refactoring, resources","Design Patterns in Go

> Source: https://refactoring.guru/design-patterns/go

Design Patterns in Go

The Catalog of **Go** Examples

Creational Patterns

Abstract Factory

Lets you produce families of related objects without specifying their concrete classes.

Main article

Code example

Builder

Lets you construct complex objects step by step. The pattern allows you to produce different types and representations of an object using the same construction code.

Main article

Code..."
8ac2a219eccc,Web Vitals Best Practices (Google),Frontend Performance,frontend,Performance,Frontend Performance Best Practices,community,https://web.dev/vitals/,"best, best practices, frontend, google, performance, practices, vitals, web","Web Vitals Best Practices (Google)

> Source: https://web.dev/vitals/

* Home
* Articles

Web Vitals Stay organized with collections Save and categorize content based on your preferences.

Philip Walton

X
GitHub
LinkedIn
Mastodon
Bluesky
Homepage

Published: May 4, 2020

Optimizing for quality of user experience is key to the long-term success of any site on the web. Whether you're a business owner, marketer, or developer, Web Vitals can help you quantify the experience of your site and..."
b8cb3ac4943c,Arel Cheatsheet,Ruby on Rails,backend,Web Backend,Rails Best Practices,community,https://devhints.io/arel,"arel, backend, best, cheatsheet, practices, rails, rb, rest, ror, ruby, sql, web","Arel Cheatsheet

> Source: https://devhints.io/arel

About

Arel is an SQL abstraction library built into Ruby on Rails.

* 

Tables

```
users = Arel::Table.new(:users)
users = User.arel_table  # ActiveRecord model
```

Fields

```
users[:name]
users[:id]
```

`where` (restriction)

```
users.where(users[:name].eq('amy'))
SELECT * FROM users WHERE users.name = 'amy'
```

`select` (projection)

```
users.project(users[:id])
SELECT users.id FROM users
```

`join`

basic join

In ActiveRecord..."
3af5f35d8fad,ES6 Cheatsheet,JavaScript,frontend,Core Technologies,JavaScript Best Practices,open-source,https://github.com/DrkSephy/es6-cheatsheet,"best, best practices, cheatsheet, core, ecmascript, es6, javascript, js, node, practices, refactoring, technologies","ES6 Cheatsheet

> Source: https://github.com/DrkSephy/es6-cheatsheet

es6-cheatsheet

A cheatsheet containing ES2015 [ES6] tips, tricks, best practices and code
snippet examples for your day to day workflow. Contributions are welcome!

Table of Contents

- var versus let / const
- Replacing IIFEs with Blocks
- Arrow Functions
- Strings
- Destructuring
- Modules
- Parameters
- Classes
- Symbols
- Maps
- WeakMaps
- Promises
- Generators
- Async Await
- Getter/Setter functions
- License

var..."
8ed9ef15d747,Microservices Best Practices (Microsoft),Microservices,cloud,Cloud & Deployment,Microservices & Cloud-Native Best Practices,industry-leader,https://learn.microsoft.com/en-us/azure/architecture/microservices/,"architecture, authorization, best, best practices, cloud, deployment, microservices, microsoft, native, practices","Microservices Best Practices (Microsoft)

> Source: https://learn.microsoft.com/en-us/azure/architecture/microservices/

Table of contents 

Exit editor mode

Ask Learn

Ask Learn

Focus mode

Table of contents
Read in English

Add

Add to plan
Edit

Share via

Facebook
x.com
LinkedIn
Email

Copy Markdown

Print

Note

Access to this page requires authorization. You can try signing in or changing directories.

Access to this page requires authorization. You can try changing..."
efa33f9578b0,C++ Best Practices (CppCon),C/C++,systems,Systems Programming,C Best Practices,community,https://cppcon.org/cpp-best-practices/,"best, best practices, cppcon, performance, practices, programming, systems","C++ Best Practices (CppCon)

> Source: https://cppcon.org/cpp-best-practices/

“C++ Best Practices” is a two-day training course with programming exercises taught by Jason Turner. It is offered at the Meydenbauer Conference Center from 9AM to 5PM on Saturday and Sunday, September 29th and 30th, 2018 (immediately after the conference). Lunch is included.

Course Description

“C++ Best Practices” is designed to help programmers elevate the quality of their C++ code. This course is intended for..."
4b503b2ccc53,11 Tips to Write Better Python Code,Python,backend,Web Backend,Python Best Practices,community,https://www.python-engineer.com/posts/11-tips-to-write-better-python-code/,"backend, best, best practices, better, code, django, flask, practices, py, python, tips, to, web, write","11 Tips to Write Better Python Code

> Source: https://www.python-engineer.com/posts/11-tips-to-write-better-python-code/

11 Tips And Tricks To Write Better Python Code

**I show 11 Tips and Tricks to Write Better Python code! I show a lot of best practices that improve your code by making your code much cleaner and more Pythonic.**

  

#more

In this tutorial I show 11 Tips and Tricks to **write better Python code**! I show a lot of best practices that improve your code by making your code..."
